COUNTRY_(ISO),CODE,YEAR,TFR ,EXPFA1,EXPFA2,FA1_V3,FA2_V3,FA3_V3,DI,TB12,EARN,FW,MW,FLFP,UNEMP,AGRIC,PPP1,PPP2,CPI,IMR,PREM
AU ,1,1960,3.45,0.87,,2.0,4.0,6.0,,,,0.61,0.87,33.3,1.4,11.0,,0.70,9.24,20.2,
AU ,1,1961,3.55,1.01,,2.0,4.0,6.0,,,,0.63,0.89,34.6,2.8,10.9,,0.70,9.48,19.5,
AU ,1,1962,3.43,0.84,,2.0,4.0,6.0,,,,0.64,0.91,35.9,2.6,10.6,,0.69,9.46,20.4,
AU ,1,1963,3.34,0.77,,2.0,4.0,6.0,,,,0.64,0.92,37.2,2.1,10.4,,0.70,9.49,19.5,
AU ,1,1964,3.15,0.86,,2.0,4.0,6.0,,,,0.68,0.95,38.5,1.1,10.2,,0.71,9.73,19.1,
AU ,1,1965,2.97,0.84,,2.0,4.0,6.0,,,,0.69,0.99,39.8,1.2,9.8,,0.71,10.10,18.5,
AU ,1,1966,2.89,0.79,,2.0,4.0,6.0,,,,0.72,1.03,42.6,1.6,8.9,,0.71,10.41,18.7,
AU ,1,1967,2.85,,,2.0,4.0,6.0,,,,0.77,1.08,43.6,1.7,8.7,,0.71,10.75,18.3,
AU ,1,1968,2.89,,,2.0,4.0,6.0,,,,0.80,1.16,44.2,1.6,8.7,,0.70,11.03,17.8,
AU ,1,1969,2.89,,,2.0,4.0,6.0,,,,0.86,1.22,44.6,1.5,8.0,,0.71,11.37,17.9,
AU ,1,1970,2.86,0.74,,2.2,4.3,6.5,,,,1.14,1.79,46.5,1.4,8.0,0.75,0.69,11.79,17.9,78.8
AU ,1,1971,2.95,0.61,,2.2,4.3,8.7,,,,1.34,2.04,45.8,1.7,7.5,0.75,0.70,12.49,17.3,77.9
AU ,1,1972,2.74,0.59,,2.2,4.3,8.7,8.3,334,4945,1.49,2.20,46.6,2.5,7.9,0.77,0.72,13.25,16.7,77.0
AU ,1,1973,2.49,0.60,,2.2,4.3,8.7,7.8,361,5860,1.79,2.58,47.6,1.8,7.4,0.82,0.78,14.47,16.5,76.1
AU ,1,1974,2.32,0.53,,2.2,4.3,8.7,7.2,426,7534,2.55,3.44,48.6,2.4,6.9,0.89,0.84,16.69,16.1,75.2
AU ,1,1975,2.15,0.42,,2.2,4.3,8.7,13.7,878,8210,3.00,3.82,49.5,4.5,6.8,0.94,0.87,19.22,14.3,74.3
AU ,1,1976,2.06,0.47,,15.2,21.7,26.0,12.9,942,9328,3.42,4.33,49.6,4.7,6.5,1.00,0.93,21.78,13.8,73.0
AU ,1,1977,2.01,1.31,,15.2,21.7,26.0,12.4,983,10286,3.83,4.79,51.0,5.6,6.7,1.02,0.96,24.47,12.5,71.6
AU ,1,1978,1.95,1.21,,15.2,21.7,26.0,11.8,1023,11081,4.08,5.11,50.9,6.2,6.2,1.02,0.97,26.41,12.2,70.3
AU ,1,1979,1.91,1.07,,15.2,21.7,26.0,10.8,1040,11570,4.38,5.66,51.0,6.3,6.6,1.04,0.98,28.81,11.4,68.9
AU ,1,1980,1.89,0.97,0.91,15.2,21.7,26.0,11.7,1243,13769,5.01,6.37,52.5,6.1,6.5,1.05,0.99,31.75,10.7,67.6
AU ,1,1981,1.94,0.65,0.96,15.2,21.7,26.0,10.5,1273,15465,5.52,7.13,52.6,5.8,6.5,1.04,1.00,34.80,10.0,66.6
AU ,1,1982,1.93,0.64,1.13,15.2,21.7,39.0,11.5,1553,17462,6.58,8.41,52.5,7.2,6.4,1.09,1.05,38.71,10.3,67.0
AU ,1,1983,1.92,0.75,1.16,22.8,32.6,39.0,12.5,1694,17560,6.76,8.88,52.7,10.0,6.5,1.13,1.10,42.60,9.6,68.5
AU ,1,1984,1.84,0.74,1.13,22.8,32.6,39.0,11.1,1694,18829,7.41,9.31,53.5,9.0,6.2,1.15,1.12,44.27,9.2,68.6
AU ,1,1985,1.92,0.67,1.11,22.8,32.6,39.0,10.8,1694,20275,7.85,9.89,54.7,8.3,6.2,1.18,1.14,47.26,9.9,71.1
AU ,1,1986,1.87,0.62,1.00,22.8,32.6,39.0,10.3,1694,21491,8.34,10.43,57.3,8.1,6.0,1.23,1.19,51.55,8.8,73.1
AU ,1,1987,1.85,0.49,0.97,22.8,32.6,39.0,9.8,1694,22698,8.82,11.05,58.1,8.1,5.7,1.28,1.25,55.93,8.7,73.4
AU ,1,1988,1.83,0.47,1.06,22.8,32.6,39.0,9.1,1694,24913,9.60,12.06,59.3,7.2,5.8,1.34,1.32,59.99,8.7,72.4
AU ,1,1989,1.84,0.48,1.17,36.0,36.0,36.0,10.4,2167,27195,10.47,13.02,61.0,6.1,5.3,1.38,1.37,64.51,8.0,72.2
AU ,1,1990,1.90,0.60,1.26,40.0,40.0,40.0,10.7,2300,28078,11.09,13.45,62.2,6.9,5.4,1.39,1.38,69.21,8.2,71.3
AU ,1,1991,1.85,,1.44,40.0,40.0,40.0,10.8,2437,29140,11.66,13.77,62.1,9.6,5.3,1.37,1.36,71.44,7.1,70.6
AU ,1,1992,1.89,1.84,1.61,40.9,40.9,40.9,11.0,2494,29536,12.02,14.19,62.1,10.8,5.2,1.37,1.35,72.14,7.0,70.5
AU ,1,1993,1.86,,1.74,41.8,41.8,41.8,10.7,2523,30924,12.37,14.58,62.2,10.9,5.3,1.35,1.34,73.45,6.1,70.7
AU ,1,1994,1.84,,1.80,42.6,42.6,42.6,10.5,2689,33358,12.96,15.17,63.2,9.7,5.1,1.34,1.32,74.84,5.9,72.2
AU ,1,1995,1.82,,2.18,43.4,43.4,43.4,10.5,2642,33163,13.67,16.07,64.7,8.5,5.0,1.29,1.32,78.32,5.7,79.1
AU ,1,1996,1.80,,2.29,45.4,45.4,45.4,12.4,3312,35287,14.32,16.90,64.8,8.5,5.0,1.30,1.32,80.36,5.8,77.9
AU ,1,1997,1.78,,2.23,46.8,46.8,46.8,13.7,3815,37034,14.76,17.45,64.7,8.5,5.1,1.32,1.32,80.56,5.3,80.2
AU ,1,1998,1.76,,2.14,45.4,45.4,45.4,13.3,3849,38763,15.20,18.00,65.1,7.7,4.9,1.31,1.31,81.25,5.0,85.9
AU ,1,1999,1.76,,2.12,47.4,47.4,47.4,13.2,3896,39817,16.00,18.65,65.1,6.9,4.9,1.30,1.30,82.44,5.7,91.6
AU ,1,2000,1.76,,2.37,239.7,239.7,239.7,12.0,3863,41568,16.80,19.13,66.1,6.3,4.9,,1.31,86.13,5.2,97.3
AU ,1,2001,1.73,,2.38,246.6,246.6,246.6,11.9,3983,43710,17.63,19.98,66.6,6.8,4.8,,1.33,89.90,5.3,103.0
AU ,1,2002,1.76,,2.21,253.4,253.4,253.4,11.7,4103,45851,18.45,20.82,66.9,6.4,4.4,,1.34,92.60,5.0,100.0
AU ,1,2003,1.75,,2.64,260.3,260.3,260.3,11.0,4227,50732,19.18,22.11,67.7,6.1,3.9,,1.35,95.17,4.8,99.0
AU ,1,2004,1.76,,2.30,267.1,267.1,267.1,15.2,6127,53222,19.91,23.40,67.7,5.5,3.7,,1.37,97.40,4.7,101.0
AU ,1,2005,1.79,,2.18,267.1,267.1,267.1,17.2,6688,51169,21.77,24.76,69.0,5.1,3.6,,1.39,100.00,5.0,101.0
AU ,1,2006,1.81,,,281.7,281.7,281.7,16.8,6843,53385,23.62,26.11,69.3,4.9,3.5,,1.41,103.54,4.7,101.0
AU ,1,2007,1.88,,,281.7,281.7,281.7,17.5,7684,57315,25.48,27.46,69.8,4.4,3.4,,1.42,105.95,4.2,101.0
AU ,1,2008,1.94,,,302.7,302.7,302.7,16.5,7702,60387,27.34,28.81,70.4,4.2,3.3,,1.48,110.57,4.2,101.0
,,,,,,,,,,,,,,,,,,,,,
AT,2,1960,2.69,1.43,,115.0,135.0,160.0,,,,9.32,14.23,,2.4,22.6,,0.97,21.66,37.5,
AT,2,1961,2.78,1.82,,115.0,135.0,160.0,,,,10.17,15.53,,1.9,21.7,,1.01,22.50,32.7,
AT,2,1962,2.80,2.08,,128.3,148.3,175.0,,,,11.01,16.82,,1.9,20.7,,1.02,23.61,32.8,
AT,2,1963,2.82,2.21,,141.7,161.7,190.0,,,,11.72,17.89,,2.1,20.1,,1.04,24.09,31.3,
AT,2,1964,2.79,2.20,,155.0,175.0,205.0,,,,12.74,19.46,,1.9,19.1,,1.06,25.05,29.2,
AT,2,1965,2.70,2.10,,156.7,176.7,206.7,,,,15.29,23.35,,1.9,18.0,,1.09,25.74,28.3,
AT,2,1966,2.66,2.03,,158.3,178.3,208.3,,,,17.11,26.14,,1.8,17.0,,1.08,26.53,28.1,
AT,2,1967,2.62,2.15,,160.0,180.0,210.0,,,,18.57,28.36,,1.8,16.4,,1.09,27.69,26.4,
AT,2,1968,2.58,2.23,,180.0,200.0,230.0,,,,19.65,30.00,,1.6,15.8,,1.07,29.00,25.5,
AT,2,1969,2.49,2.11,,200.0,220.0,260.0,,,,20.86,31.86,48.9,2.0,15.6,,1.04,30.84,25.4,
AT,2,1970,2.29,1.92,,233.0,303.0,461.0,,,,21.12,32.35,48.7,1.4,15.0,17.20,1.02,33.16,25.9,31.7
AT,2,1971,2.20,1.92,,257.0,327.0,484.0,,,,21.37,32.83,48.7,1.3,14.1,17.30,1.03,36.32,26.1,34.8
AT,2,1972,2.08,1.81,,257.0,327.0,484.0,25.6,15653,81427,24.17,37.35,48.7,1.2,13.1,17.80,1.06,39.39,25.2,37.9
AT,2,1973,1.94,1.73,,303.0,373.0,531.0,26.5,17856,88182,27.55,42.45,48.5,1.1,12.4,18.10,1.09,42.27,23.8,41.1
AT,2,1974,1.91,1.61,,303.0,373.0,531.0,27.2,20921,102963,31.94,49.14,48.8,1.3,13.0,18.30,1.09,44.59,23.5,44.2
AT,2,1975,1.83,1.86,,397.0,467.0,624.0,23.0,21173,117326,37.73,58.59,47.6,1.8,12.5,17.80,1.06,46.19,20.5,47.3
AT,2,1976,1.69,1.79,,397.0,467.0,624.0,23.1,22764,126773,41.10,63.62,47.5,1.8,12.3,17.70,1.06,47.90,18.2,50.4
AT,2,1977,1.63,1.88,,490.0,537.0,653.0,23.1,23766,137612,45.01,68.72,47.8,1.6,11.8,17.50,1.05,50.93,16.8,53.5
AT,2,1978,1.60,2.71,,880.0,1000.0,1040.0,23.0,24768,141833,47.73,72.65,48.7,2.1,10.9,17.20,1.04,54.40,15.0,56.7
AT,2,1979,1.60,2.66,,910.0,950.0,1070.0,23.7,26309,135998,49.93,76.58,49.1,2.1,10.7,16.30,1.00,57.35,14.7,59.8
AT,2,1980,1.65,2.47,2.83,910.0,950.0,1070.0,21.1,26406,164580,53.44,82.35,48.7,1.9,10.5,15.70,0.96,59.27,14.3,62.9
AT,2,1981,1.67,2.99,,1000.0,1000.0,1000.0,21.4,28172,155638,57.48,87.49,49.0,2.5,10.3,15.10,0.94,62.62,12.7,63.6
AT,2,1982,1.66,2.65,,1000.0,1000.0,1000.0,23.8,33090,186060,61.16,92.67,50.3,3.5,9.9,15.00,0.93,64.62,12.8,64.8
AT,2,1983,1.56,2.85,,1000.0,1000.0,1000.0,22.1,28881,172741,65.19,96.86,49.7,4.1,9.9,14.90,0.93,65.72,11.9,66.2
AT,2,1984,1.52,2.39,,1000.0,1000.0,1000.0,21.5,28949,180704,67.51,100.61,51.5,3.8,9.4,14.90,0.94,66.64,11.4,68.1
AT,2,1985,1.47,2.36,2.47,1100.0,1100.0,1100.0,24.5,34433,191218,70.30,106.20,51.0,3.6,9.0,14.80,0.94,67.92,11.2,71.3
AT,2,1986,1.45,2.29,,1100.0,1100.0,1100.0,23.8,34502,199629,73.52,110.73,51.7,3.1,8.6,14.90,0.94,69.67,10.3,73.7
AT,2,1987,1.43,2.31,,1200.0,1200.0,1200.0,25.1,38148,205425,76.55,114.25,53.0,3.8,8.6,14.70,0.94,71.94,9.8,73.0
AT,2,1988,1.45,2.21,,1200.0,1200.0,1200.0,24.4,38201,213424,79.46,118.60,53.7,3.6,8.1,14.40,0.92,74.34,8.1,71.4
AT,2,1989,1.45,2.06,,1200.0,1200.0,1200.0,23.8,40535,223288,82.98,123.85,54.3,3.1,8.0,14.20,0.92,77.33,8.3,70.3
AT,2,1990,1.46,,2.20,1300.0,1300.0,1300.0,23.6,43053,240209,115.85,160.91,55.4,3.2,7.9,14.00,0.91,80.14,7.8,70.0
AT,2,1991,1.51,,2.17,1550.0,1300.0,1300.0,23.7,43147,241757,122.78,170.53,56.3,3.5,7.4,14.20,0.91,82.50,7.5,70.2
AT,2,1992,1.51,,2.39,1600.0,1350.0,1350.0,23.7,45632,257140,129.59,179.99,58.0,3.6,7.1,14.00,0.92,84.35,7.5,71.9
AT,2,1993,1.50,2.40,2.55,1650.0,1400.0,1400.0,26.2,52100,268133,135.20,187.77,58.7,4.3,7.0,13.90,0.93,85.92,6.5,74.7
AT,2,1994,1.47,2.51,2.86,1650.0,1400.0,1400.0,25.1,52100,279249,140.63,195.31,62.1,3.6,7.3,13.90,0.93,87.05,6.3,76.8
AT,2,1995,1.42,2.30,2.62,1650.0,1400.0,1400.0,23.9,49156,282056,146.54,203.53,62.3,3.7,7.5,13.70,0.93,87.85,5.4,78.7
AT,2,1996,1.45,2.24,2.48,1600.0,1350.0,1350.0,23.2,49700,295000,120.53,165.53,61.5,4.2,7.3,13.60,0.93,88.35,5.1,80.5
AT,2,1997,1.39,,2.32,1550.0,1300.0,1300.0,24.5,52700,299492,122.77,165.64,61.9,4.3,6.8,13.60,0.92,90.42,4.7,81.0
AT,2,1998,1.37,,2.16,1550.0,1300.0,1300.0,24.1,52700,305637,133.68,175.89,61.9,4.3,6.6,13.70,0.92,92.82,4.9,81.5
AT,2,1999,1.34,,2.26,1550.0,1300.0,1300.0,26.5,58700,311179,159.14,209.40,62.2,3.8,6.2,13.60,0.92,94.50,4.4,82.0
AT,2,2000,1.36,,2.35,1700.0,1875.0,1800.0,28.1,64700,319179,162.77,214.17,62.2,3.6,5.8,,0.90,95.78,4.8,82.0
AT,2,2001,1.33,,2.34,1700.0,1875.0,1800.0,27.8,64728,321458,168.65,221.91,62.8,3.7,5.7,,0.92,97.75,4.8,82.0
AT,2,2002,1.39,,2.39,149.1,149.1,130.9,27.5,4706,23963,12.63,16.61,63.7,4.0,5.7,,0.90,100.00,4.1,83.0
AT,2,2003,1.38,,2.49,156.4,156.4,138.2,28.1,4880,24405,12.88,16.95,64.2,4.3,5.6,,0.88,101.44,4.5,85.0
AT,2,2004,1.42,,2.43,156.4,156.4,138.2,29.2,5186,24946,13.13,17.28,64.1,5.0,5.0,,0.87,103.64,4.5,86.0
AT,2,2005,1.41,,2.37,156.4,156.4,138.2,22.7,5185,33624,13.39,17.61,65.8,5.2,5.5,,0.89,106.97,4.2,89.0
AT,2,2006,1.41,,,156.4,156.4,138.2,21.5,5186,36009,13.64,17.95,67.4,4.8,5.5,,0.88,110.31,3.6,91.0
AT,2,2007,1.38,,,156.4,156.4,138.2,20.7,5186,37644,13.89,18.28,68.5,4.4,5.8,,0.88,113.64,3.7,92.0
AT,2,2008,1.41,,,178.7,178.7,160.5,20.3,5186,38653,14.15,18.61,69.3,3.9,6.0,,0.89,116.97,3.7,93.0
,,,,,,,,,,,,,,,,,,,,,
BE ,3,1960,2.56,2.02,,425.0,550.0,625.0,,,,17.80,31.24,36.4,3.3,8.7,,0.86,17.25,23.9,
BE ,3,1961,2.63,2.27,,600.0,611.3,697.5,,,,18.88,32.40,36.9,2.5,8.3,,0.86,17.42,28.1,
BE ,3,1962,2.59,2.25,,600.0,665.2,780.7,,,,20.20,34.375,37.6,2.1,8.0,,0.86,17.67,27.5,
BE ,3,1963,2.68,2.39,,600.0,719.1,963.8,,,,22.38,37.10,37.5,1.7,7.4,,0.87,18.05,27.2,
BE ,3,1964,2.72,2.41,,600.0,773.0,947.0,,,,25.13,41.06,38.0,1.5,6.9,,0.90,18.80,25.4,
BE ,3,1965,2.62,2.54,,600.0,797.3,1022.3,,,,27.85,44.88,38.0,1.7,6.4,,0.92,19.56,23.7,
BE ,3,1966,2.52,2.62,,600.0,821.7,1097.7,,,,30.79,48.71,38.6,1.8,5.9,,0.92,20.38,24.7,
BE ,3,1967,2.41,2.85,,600.0,846.0,1173.0,,,,33.31,51.78,39.0,2.5,5.8,,0.93,20.94,22.9,
BE ,3,1968,2.31,2.93,,603.5,912.0,1287.5,,,,35.38,54.84,39.4,3.0,5.6,,0.91,21.50,21.7,
BE ,3,1969,2.28,2.81,,607.0,978.0,1402.0,,,,38.05,59.26,40.3,2.3,5.2,,0.90,22.31,21.2,
BE ,3,1970,2.25,2.76,,629.0,1060.0,1484.0,,,,48.70,71.98,39.7,1.9,4.9,41.10,0.88,23.18,21.1,99.8
BE ,3,1971,2.21,2.60,,653.0,1100.0,1540.0,,,,55.41,81.72,40.2,1.9,4.5,41.10,0.89,24.19,20.4,101.4
BE ,3,1972,2.09,2.65,,680.0,1146.0,1605.0,20.1,29571,188000,64.94,93.35,40.6,2.4,4.3,41.80,0.90,25.51,18.8,103.0
BE ,3,1973,1.95,2.52,,722.0,1216.0,1703.0,19.5,32833,215510,74.54,108.51,41.4,2.5,4.0,42.10,0.92,27.28,17.7,104.5
BE ,3,1974,1.83,2.62,,894.0,1418.0,1942.0,20.3,40720,260698,94.20,136.00,42.4,2.5,3.8,43.60,0.95,30.74,17.4,106.1
BE ,3,1975,1.74,2.86,,1088.0,1726.0,2364.0,21.1,49774,310262,111.06,155.79,43.0,4.6,3.8,44.80,0.97,34.66,16.1,107.7
BE ,3,1976,1.73,2.83,,1225.0,1944.0,2662.0,21.1,55462,348653,121.85,172.73,44.1,6.0,3.6,45.20,0.99,37.81,15.3,106.8
BE ,3,1977,1.71,2.87,,1326.0,2104.0,2882.0,21.2,59447,379760,133.39,188.69,44.5,6.8,3.5,45.50,1.00,40.49,13.6,105.9
BE ,3,1978,1.69,2.74,,1407.0,2233.0,3058.0,21.2,63432,403718,140.92,199.46,45.4,7.4,3.4,44.20,0.97,42.30,13.3,105.0
BE ,3,1979,1.69,2.65,,1436.0,2278.0,3119.0,24.1,76488,409046,151.68,217.77,46.4,7.7,3.3,42.40,0.94,44.19,12.3,104.1
BE ,3,1980,1.68,2.61,2.85,1554.0,2466.0,3376.0,26.1,87682,468518,164.61,236.18,46.9,8.1,3.2,40.30,0.90,47.13,12.1,103.2
BE ,3,1981,1.67,2.99,2.90,1650.0,2617.0,3583.0,26.7,95801,482746,188.31,259.77,47.5,10.4,3.2,38.50,0.86,50.72,11.5,105.1
BE ,3,1982,1.61,2.63,2.88,1786.0,2832.0,3878.0,29.4,105572,523843,201.26,273.69,48.2,12.2,3.1,38.80,0.87,55.15,11.1,106.8
BE ,3,1983,1.56,2.83,2.66,1933.0,3576.0,4898.0,32.8,118741,638640,213.80,287.52,48.6,13.5,3.2,39.30,0.89,59.38,10.5,108.8
BE ,3,1984,1.54,2.69,2.53,2051.0,3795.0,5197.0,33.6,125898,664387,223.25,299.66,48.8,13.5,3.1,39.50,0.90,63.14,10.0,110.5
BE ,3,1985,1.51,2.57,2.46,2092.0,3871.0,5516.0,27.2,114769,691627,232.25,312.53,49.2,12.6,3.1,40.40,0.91,66.21,9.8,110.4
BE ,3,1986,1.54,2.47,2.44,2177.0,4027.0,5894.0,28.1,120432,701863,232.68,314.20,49.8,11.9,3.0,40.90,0.92,67.07,9.6,107.4
BE ,3,1987,1.54,,2.32,2177.0,4027.0,5894.0,30.9,134257,674282,235.01,317.34,50.5,11.6,3.0,40.50,0.91,68.11,9.5,105.1
BE ,3,1988,1.57,,2.21,2177.0,4027.0,6012.0,33.2,146477,682845,245.25,329.30,51.2,10.5,2.8,39.80,0.90,68.90,7.0,103.8
BE ,3,1989,1.58,,2.10,2220.0,4108.0,6133.0,39.1,182223,713030,257.64,348.21,51.5,9.5,2.8,39.90,0.91,71.05,7.0,104.2
BE ,3,1990,1.62,,2.14,2310.0,4274.0,6380.0,39.1,185428,746569,271.23,364.04,52.4,8.9,2.7,39.50,0.90,73.50,6.5,105.1
BE ,3,1991,1.66,1.86,2.14,3175.0,4356.0,6508.0,38.1,194205,788156,287.68,385.65,53.1,9.5,2.6,39.20,0.89,75.86,7.0,111.1
BE ,3,1992,1.65,,2.14,3303.0,4535.0,6771.0,39.4,204657,818277,300.20,403.78,54.0,10.5,2.6,37.80,0.90,77.70,8.2,113.8
BE ,3,1993,1.61,,2.17,3369.0,4626.0,7045.0,39.4,208389,838357,313.39,420.66,55.1,12.1,2.5,37.30,0.92,79.84,6.7,117.7
BE ,3,1994,1.56,,2.09,3505.0,4813.0,7185.0,39.2,212259,863458,325.27,437.99,55.6,13.1,2.5,37.30,0.92,81.74,6.3,116.2
BE ,3,1995,1.55,2.15,2.06,3505.0,4813.0,7185.0,36.7,221081,1024040,320.85,405.46,56.3,13.0,2.4,36.70,0.91,82.94,5.9,118.0
BE ,3,1996,1.59,,2.07,3310.0,4861.0,7257.0,36.7,230096,1067758,330.95,416.18,56.9,12.7,2.4,36.80,0.91,84.66,5.0,116.0
BE ,3,1997,1.61,,2.18,3115.0,4909.0,7329.0,36.4,232850,1092901,335.83,425.16,57.3,12.6,2.3,37.50,0.91,86.04,5.4,114.4
BE ,3,1998,1.59,,1.96,2706.0,5007.0,7476.0,36.6,237915,1117819,345.52,436.10,57.7,11.7,2.3,37.40,0.92,86.85,5.2,112.7
BE ,3,1999,1.61,,1.91,3177.0,5007.0,7476.0,36.5,241530,1139131,10.90,13.60,56.4,8.6,2.0,37.10,0.92,87.83,4.9,111.0
BE ,3,2000,1.66,,1.76,3241.0,5588.0,8106.0,35.7,242936,1169841,11.40,14.00,56.6,6.6,1.8,,0.89,90.06,4.8,112.0
BE ,3,2001,1.67,,1.76,3306.0,5700.0,8268.0,34.8,246378,1213678,12.20,14.50,55.2,6.2,1.7,,0.89,92.29,4.5,112.0
BE ,3,2002,1.64,,1.72,83.6,156.4,221.4,33.9,6193,31173,12.30,14.90,56.3,6.9,1.8,,0.87,93.80,4.4,113.0
BE ,3,2003,1.66,,1.74,85.3,159.6,225.9,34.2,6340,31238,12.70,15.50,57.1,7.7,1.8,,0.88,95.29,4.3,115.0
BE ,3,2004,1.72,,1.68,87.0,162.8,230.3,40.7,7805,32281,13.60,16.10,58.1,7.4,2.0,,0.90,97.28,4.3,116.0
BE ,3,2005,1.76,,1.66,88.7,166.1,235.0,33.9,7176,36396,14.00,16.60,59.8,8.4,2.0,,0.90,100.00,3.7,121.0
BE ,3,2006,1.80,,,90.5,169.4,239.6,34.3,7443,37271,14.50,16.90,59.9,8.2,1.9,,0.90,101.79,4.0,121.0
BE ,3,2007,1.64,,,92.3,172.8,244.5,33.8,7581,38681,14.70,17.20,60.7,7.5,1.9,,0.89,103.65,4.0,121.0
BE ,3,2008,1.65,,,94.1,176.2,249.3,34.6,8087,40697,14.90,17.50,61.3,7.0,1.9,,0.92,108.30,4.5,121.0
,,,,,,,,,,,,,,,,,,,,,
CA ,4,1960,3.90,1.41,,8.0,8.0,6.0,,,,0.97,2.07,32.0,7.0,13.3,,0.95,14.53,27.3,
CA ,4,1961,3.84,1.40,,8.0,8.0,6.0,,,,1.01,2.14,33.0,7.1,13.0,,0.95,14.68,27.2,
CA ,4,1962,3.76,1.40,,8.0,8.0,6.0,,,,1.04,2.21,33.4,5.9,12.2,,0.94,14.83,27.6,
CA ,4,1963,3.67,1.31,,8.0,8.0,6.0,,,,1.08,2.30,34.0,5.5,11.8,,0.95,15.07,26.3,
CA ,4,1964,3.50,1.27,,8.0,8.0,6.0,,,,1.12,2.39,35.0,4.7,11.2,,0.96,15.36,24.7,
CA ,4,1965,3.15,1.15,,8.0,8.0,6.0,,,,1.18,2.51,36.0,3.9,10.1,,0.96,15.72,23.6,
CA ,4,1966,2.81,1.18,,8.0,8.0,6.0,,,,1.27,2.70,39.6,3.3,8.9,,0.98,16.32,23.1,
CA ,4,1967,2.60,0.98,,8.0,8.0,6.0,,,,1.36,2.89,40.9,3.8,8.9,,0.99,16.90,22.0,
CA ,4,1968,2.45,1.01,,8.0,8.0,6.0,,,,1.46,3.12,41.6,4.5,8.6,,0.98,17.59,20.8,
CA ,4,1969,2.41,0.97,,8.0,8.0,6.0,,,,1.59,3.39,42.7,4.4,8.1,,0.97,18.39,19.3,
CA ,4,1970,2.33,0.89,,6.0,6.0,6.0,,,,1.62,3.45,43.2,5.7,7.6,1.12,0.97,19.01,18.8,40.6
CA ,4,1971,2.19,0.83,,6.0,6.0,6.0,,,,1.77,3.76,43.6,6.1,7.5,1.10,0.96,19.52,17.5,43.8
CA ,4,1972,2.02,0.78,,6.0,6.0,6.0,10.9,693,8127,1.87,4.06,44.5,6.2,6.9,1.11,0.98,20.50,17.1,47.0
CA ,4,1973,1.93,0.68,,6.0,6.0,6.0,11.2,769,8709,2.02,4.43,46.3,5.6,6.5,1.15,1.02,22.03,15.5,50.1
CA ,4,1974,1.82,0.91,,20.0,20.0,20.0,12.9,976,9652,2.38,5.02,47.5,5.3,6.3,1.21,1.08,24.45,15.0,53.3
CA ,4,1975,1.80,1.29,,22.1,22.1,22.1,12.5,1089,11098,2.79,5.80,49.0,6.9,6.1,1.22,1.09,27.06,14.3,56.5
CA ,4,1976,1.76,1.24,,22.1,22.1,22.1,11.9,1173,12544,3.12,6.68,51.3,7.1,5.8,1.25,1.13,29.10,13.5,56.3
CA ,4,1977,1.75,1.09,,23.9,23.9,23.9,14.0,1528,13816,3.70,7.28,52.4,8.0,5.7,1.25,1.13,31.42,12.4,56.0
CA ,4,1978,1.70,1.07,,25.7,25.7,25.7,16.1,1882,14855,3.98,7.83,54.1,8.4,5.5,1.24,1.13,34.24,12.0,55.8
CA ,4,1979,1.70,1.34,,20.0,20.0,20.0,14.2,1795,14967,4.40,8.54,55.8,7.5,5.4,1.25,1.14,37.38,10.9,55.5
CA ,4,1980,1.68,1.05,0.64,21.8,21.8,21.8,13.9,1934,17785,4.87,9.41,57.3,7.5,5.2,1.27,1.15,41.16,10.4,55.3
CA ,4,1981,1.65,1.00,0.63,24.0,24.0,24.0,13.8,2126,18308,5.62,10.48,59.0,7.6,5.1,1.27,1.17,46.30,9.6,54.2
CA ,4,1982,1.64,0.94,0.66,26.9,26.9,26.9,16.0,2729,22067,6.43,11.68,59.3,11.0,5.1,1.31,1.20,51.28,9.1,55.2
CA ,4,1983,1.63,1.06,0.64,28.5,28.5,28.5,16.9,2757,21161,6.70,12.13,60.4,12.0,5.2,1.31,1.21,54.29,8.5,55.4
CA ,4,1984,1.63,0.98,0.62,30.0,30.0,30.0,16.6,2879,22342,7.29,12.68,61.4,11.3,5.1,1.30,1.21,56.63,8.1,56.8
CA ,4,1985,1.61,0.93,0.60,31.3,31.3,31.3,16.1,2881,23384,7.42,13.19,62.9,10.6,5.0,1.28,1.21,58.87,8.0,57.5
CA ,4,1986,1.59,0.87,0.58,31.6,31.6,31.6,16.4,2987,24130,7.83,13.61,64.0,9.7,4.9,1.29,1.22,61.34,7.9,57.9
CA ,4,1987,1.58,0.80,0.54,31.9,31.9,31.9,16.4,3025,24670,8.05,13.92,65.1,8.8,4.6,1.31,1.24,64.01,7.3,58.5
CA ,4,1988,1.60,0.80,0.51,32.4,32.4,32.4,16.2,3207,25919,8.41,14.62,66.3,7.8,4.4,1.31,1.25,66.59,7.2,59.2
CA ,4,1989,1.66,0.77,0.50,32.7,32.7,32.7,15.8,3276,27198,9.06,15.34,67.0,7.5,4.3,1.32,1.26,69.91,7.1,61.3
CA ,4,1990,1.71,0.81,0.51,33.3,33.3,33.3,15.0,3212,28571,9.67,16.17,67.5,8.1,4.2,1.30,1.25,73.25,6.8,60.4
